Meeting,Delegation,Number,Delegation_ISO,Delegation_wb,Host_ISO,Host_country,Host_wb,Origin,Dest,layover,emissions,emissions_sens_1,emissions_sens_2,emissions_sens_3
COP 26,Cameroon,35,CMR,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,DLA,GLA,CDG,3.490950231158961,1.8350064897298883,3.1086720847865217,2.2172846361023275
COP 26,Canada,211,CAN,North America,GBR,United Kingdom,Europe & Central Asia,YYZ,GLA,NA,3.1017167159064285,1.63040717458249,2.7620617686242173,1.970062121864701
COP 26,Central African Republic,29,CAF,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,BGF,GLA,NSI;CDG,3.9803471918792672,2.0922563900464857,3.5444774012276845,2.5281261806980684
COP 26,Chad,66,TCD,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,NDJ,GLA,CDG,3.0264384675240827,1.5908374112887744,2.6950269002238927,1.9222489785889643
COP 26,Chile,53,CHL,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SCL,GLA,CDG,7.378332707167584,3.8783962831071075,6.57036491506338,4.686364075211312
COP 26,China,56,CHN,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,PEK,GLA,AMS,5.015984160964999,2.6366355514318935,4.466706457097355,3.1859132552995377
COP 26,Colombia,98,COL,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,BOG,GLA,EWR,5.3910484220869455,2.833786844819432,4.800699129964477,3.424136136941901
COP 26,Comoros,13,COM,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,HAH,GLA,NBO;CDG,5.122170818690568,2.6924522182837882,4.561265094943838,3.253357942030518
COP 26,Congo,60,COG,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,BZV,GLA,CDG,4.077162782072228,2.1431471861183997,3.63069115469763,2.589618813492997
COP 26,Cook Islands,1,COK,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,RAR,GLA,LAX;YYC,9.365638207411685,4.923016873075574,8.340049592149297,5.948605488337962
COP 26,Costa Rica,33,CRI,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SJO,GLA,MCO,5.106214474418175,2.684064818477608,4.547056057653048,3.2432232352427355
COP 26,Côte d'Ivoire,104,CIV,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,ABJ,GLA,CDG,3.4045271010409386,1.7895784560633377,3.031712760164876,2.1623927969393995
COP 26,Croatia,16,HRV,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,ZAG,GLA,AMS,0.7588637281662732,0.39887779255180966,0.6757732749337748,0.481968245784308
COP 26,Cuba,7,CUB,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,HAV,GLA,YYZ,4.46032326502521,2.344554231842262,3.97189346881765,2.8329840280498213
COP 26,Cyprus,12,CYP,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,LCA,GLA,NA,2.174020692470509,1.1427668157176871,1.9359535344013312,1.380833973786865
COP 26,Czech Republic,48,CZE,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,PRG,GLA,AMS,0.5943595620169831,0.3124102803704556,0.5292812039955814,0.37748863839185726
COP 26,Democratic People's Republic of Korea,3,PRK,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,FNJ,GLA,PEK;AMS,5.4757503726142565,2.8783101461037344,4.876125753575724,3.4779347651422676
COP 26,Democratic Republic of The Congo,193,COD,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,FIH,GLA,CDG,4.0879980577663675,2.148842713095351,3.640339908432557,2.5965008624291617
COP 26,Denmark,111,DNK,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,CPH,GLA,LBA,0.5106397914540017,0.2684050709558489,0.45472818290606376,0.3243166795037869
COP 26,Djibouti,6,DJI,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,JIB,GLA,CDG,3.808588959574605,2.001972241011524,3.3915276349056023,2.4190335656805266
COP 26,Dominica,7,DMA,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,DOM,GLA,ANU;LGW,4.31077670873329,2.265945577137573,3.8387230784834676,2.7379992073873964
COP 26,Dominican Republic,61,DOM,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,PUJ,GLA,LGW,4.397953803690874,2.3117699299384604,3.916353804670433,2.793369928958902
COP 26,Ecuador,33,ECU,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,UIO,GLA,PTY;EWR,5.732052949453646,3.0130347513521554,5.1043617962347865,3.6407259045710147
COP 26,Egypt,93,EGY,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,CAI,GLA,AMS,2.3511052130344905,1.2358507106312309,2.093646331282682,1.4933095923830395
COP 26,El Salvador,6,SLV,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SAL,GLA,MCO,4.975330619692877,2.6152661513760007,4.430504700975955,3.1600920700929227
COP 26,Equatorial Guinea,1,GNQ,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,SSG,GLA,ABV;LHR,3.483466252471484,1.8310725609852325,3.1020076427038936,2.2125311707528232
COP 26,Eritrea,2,ERI,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,ASM,GLA,CAI;AMS,3.4185404566448816,1.7969445302762008,3.0441915766748733,2.1712934102462085
COP 26,Estonia,20,EST,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,TLL,GLA,MAN,1.2306938543495716,0.6469101706020055,1.0959261452045126,0.7816778797470644
COP 26,Eswatini,30,SWZ,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,MTS,GLA,JNB;LHR,5.833646918528853,3.06643728654342,5.1948306699608695,3.705253535111404
COP 26,Ethiopia,38,ETH,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,ADD,GLA,FCO,3.7889885373616643,1.9916693436395811,3.3740735661424477,2.4065843148587973
COP 26,European Union,111,NA,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,BRU,GLA,EMA,0.35349711317438043,0.18580694127673394,0.3147915666317694,0.224512487819345
COP 26,Fiji,39,FJI,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,NAN,GLA,LAX;YYC,10.161379818652723,5.341295829831326,9.048653144124547,6.454022504359502
COP 26,Finland,43,FIN,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,HEL,GLA,MAN,1.2468366962936457,0.6553956022949762,1.1103012576517628,0.791931040936859
COP 26,France,173,FRA,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,CDG,GLA,NA,0.3745107880922405,0.19685225541355722,0.3335043860624071,0.2378586574433906
COP 26,Gabon,83,GAB,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,LBV,GLA,CDG,3.7189222307277863,1.9548392203576785,3.311679903358972,2.3620815477264925
COP 26,Gambia,97,GMB,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,BJL,GLA,LPA,2.8501954440026345,1.4981958465237253,2.538083451855793,1.8103078386705664
COP 26,Georgia,31,GEO,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,TBS,GLA,WAW,2.258413594715104,1.1871276667901927,2.0111049522073627,1.4344363092979338
COP 26,Germany,108,DEU,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,SXF,GLA,NA,0.5131737386556682,0.2697369771054365,0.4569846800022121,0.3259260357588926
COP 26,Ghana,229,GHA,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,ACC,GLA,LHR,3.3193840331111866,1.744823282869494,2.9558933239197396,2.1083139920609413
COP 26,Greece,22,GRC,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,ATH,GLA,DUS,1.7021203392509685,0.8947139494995975,1.5157288512303366,1.0811054375202294
COP 26,Grenada,13,GRD,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,GND,GLA,YYZ,5.400059051505054,2.838523252491819,4.808723046171707,3.429859257825166
COP 26,Guatemala,36,GTM,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,GUA,GLA,EWR,4.983301253396246,2.6194558887267068,4.437602506688154,3.1651546354347992
COP 26,Guinea,29,GIN,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,CKY,GLA,CDG,3.2473884626741008,1.7069790484244793,2.891781662272891,2.0625858488256887
COP 26,Guinea-Bissau,20,GNB,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,OXB,GLA,BJL;LPA,2.963854894080285,1.5579405620599238,2.6392965704144262,1.8824988857257825
COP 26,Guyana,11,GUY,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,GEO,GLA,YYZ,5.8197210218887605,3.0591171848468135,5.182429735179767,3.6964084715558077
COP 26,Haiti,20,HTI,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,PAP,GLA,PLS;EWR,4.4896549465137054,2.359972333597385,3.9980131707341293,2.851614109376961
COP 26,Honduras,75,HND,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SAP,GLA,EWR,4.864486440516281,2.557001273715368,4.331798565754725,3.089689148476924
COP 26,Hungary,21,HUN,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,BUD,GLA,AMS,0.7882532515568542,0.41432566254358266,0.7019448439958347,0.5006340701046023
COP 26,Iceland,27,ISL,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,KEF,GLA,NA,0.5628206856466679,0.29583265659002456,0.501195621589369,0.35745772064732323
COP 26,India,134,IND,South Asia,GBR,United Kingdom,Europe & Central Asia,DEL,GLA,AMS,4.15681798222571,2.185017679692823,3.70162367470752,2.640211987211013
COP 26,Indonesia,137,IDN,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,CGK,GLA,DXB,7.271596215984721,3.822290598109552,6.475316653530855,4.618570160563419
COP 26,Iran,10,IRN,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,IKA,GLA,AMS,2.813826519809966,1.47907864132201,2.5056971238061,1.7872080373258754
COP 26,Iraq,81,IRQ,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,BGW,GLA,AYT,2.7321372911651873,1.4361389673712786,2.4329533125511746,1.7353229459852912
COP 26,Ireland,59,IRL,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,DUB,GLA,NA,0.12405275005908761,0.06520523417704893,0.1104698117204022,0.07878817251573436
COP 26,Israel,165,ISR,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,TLV,GLA,AMS,2.3655967449665587,1.2434681366558482,2.106550961197173,1.5025139204252342
COP 26,Italy,74,ITA,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,FCO,GLA,NA,0.8242694531253613,0.43325668064937806,0.7340175147287439,0.5235086190459954
COP 26,Jamaica,22,JAM,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,KIN,GLA,MCO,4.626340396120477,2.4318205899378382,4.1197308159175154,2.9384301701407995
COP 26,Japan,203,JPN,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,NRT,GLA,AMS,5.891607151921013,3.0969038923035264,5.246443940744768,3.7420671034797715
COP 26,Jordan,55,JOR,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,AMM,GLA,LCA,2.416969796754662,1.2704722121041256,2.152298382795604,1.535143626063184
COP 26,Kazakhstan,97,KAZ,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,ALA,GLA,AMS,3.506748820690008,1.8433109662759275,3.1227406423430875,2.227319144622848
COP 26,Kenya,240,KEN,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,NBO,GLA,CDG,4.338993196067238,2.2807774807588364,3.8638497061056136,2.755920970720461
COP 26,Kuwait,44,KWT,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,KWI,GLA,AMS,2.978010937688661,1.5653816397522997,2.651902449811845,1.891490127629116
COP 26,Kyrgyzstan,43,KGZ,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,FRU,GLA,DXB,4.975432360834544,2.6153196312719795,4.430595300906068,3.160156691200455
COP 26,Lao Peoples Democratic Republic,11,LAO,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,VTE,GLA,BKK;AMS,6.129689186673624,3.222050929622961,5.458454690344857,3.893285425951728
COP 26,Latvia,23,LVA,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,RIX,GLA,MAN,0.8419850513728377,0.4425684430388697,0.7497933746107769,0.5347601198009306
COP 26,Lebanon,12,LBN,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,BEY,GLA,LCA,2.295753275050106,1.20675514676043,2.0443557332916114,1.4581526885189247
COP 26,Lesotho,17,LSO,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,MSU,GLA,JNB;LHR,5.873329284974764,3.0872961917509896,5.230167600212012,3.7304578765137424
COP 26,Liberia,106,LBR,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,ROB,GLA,CMN;AGP,3.303857150067979,1.7366616279437797,2.9420667195043166,2.098452058507442
COP 26,Libya,26,LBY,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,TIP,GLA,LHR,1.714167297840502,0.9010463935991978,1.5264566019555108,1.0887570894841894
COP 26,Liechtenstein,9,LIE,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,VIE,GLA,AMS,0.700650052250304,0.3682792256631303,0.6239336033833534,0.44499567453008093
COP 26,Lithuania,28,LTU,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,VNO,GLA,WAW,1.2301952589626293,0.646648085579245,1.0954821487398376,0.7813611958020367
COP 26,Luxembourg,27,LUX,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,LUX,GLA,AMS,0.4315203085083637,0.2268178879955352,0.38427174900792693,0.27406644749597203
COP 26,Madagascar,62,MDG,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,TNR,GLA,CDG,5.661605316743229,2.9760041852742174,5.041628564666067,3.595980937351379
COP 26,Malawi,90,MWI,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,LLW,GLA,NBO;CDG,5.177922580222504,2.721757948085331,4.610911733616905,3.288768794690931
COP 26,Malaysia,27,MYS,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,KUL,GLA,AMS,6.43039369862132,3.38011526579996,5.726230413332124,4.084278551089155
COP 26,Maldives,45,MDV,South Asia,GBR,United Kingdom,Europe & Central Asia,MLE,GLA,DXB,5.213377962558087,2.740394953019098,4.642484557640083,3.311288357937101
COP 26,Mali,51,MLI,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,BKO,GLA,CDG,2.974033094327366,1.5632906994925515,2.648360202058056,1.8889635917618617
COP 26,Malta,21,MLT,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,MLA,GLA,NA,1.5525062045584133,0.8160697724312194,1.3824982827000518,0.9860776942895807
COP 26,Marshall Islands,24,MHL,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,MAJ,GLA,HNL;EWR,9.875455344778116,5.1910005719816255,8.794038964192175,6.272416952567566
COP 26,Mauritania,49,MRT,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,NKC,GLA,LPA,2.5235270540034973,1.3264836833746614,2.2471870374903165,1.602823699887842
COP 26,Mauritius,14,MUS,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,MRU,GLA,FCO,6.059053686716022,3.1849216117453802,5.395554164020184,3.848421134441218
COP 26,Mexico,29,MEX,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,MEX,GLA,EWR,5.0040384801533335,2.6303563436626174,4.456068893679367,3.1783259301365843
COP 26,Micronesia (Federated States of),4,FSM,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,PNI,GLA,TKK;GUM;KIX;AMS,8.3375768130584,4.382619787594142,7.424566544139255,5.2956300565132874
COP 26,Monaco,22,MCO,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,NCE,GLA,STN,0.6642753902663517,0.349159791780005,0.5915417212296202,0.4218934608167365
COP 26,Mongolia,34,MNG,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,ULN,GLA,SVO;SXF,4.379247488806606,2.3019370171386213,3.89969593359255,2.7814885723526777
COP 26,Montenegro,14,MNE,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,TGD,GLA,DUS,1.3306153913021033,0.6994335973570205,1.1849057272738268,0.8451432613852969
COP 26,Morocco,38,MAR,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,CMN,GLA,AGP,1.5248371878163762,0.8015256449232122,1.3578591746452497,0.9685036580943385
COP 26,Mozambique,42,MOZ,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,MPM,GLA,JNB;LHR,5.90690898969143,3.104947252922903,5.2600701435758035,3.7517860990385286
COP 26,Namibia,68,NAM,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,WDH,GLA,LAD;LHR,5.266224088739531,2.768173345169891,4.689543743927829,3.344853689981592
COP 26,Nauru,7,NRU,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,INU,GLA,BNE;DXB,12.413676475176532,6.5252081482106155,11.0543109963332,7.884573627053947
COP 26,Nepal,70,NPL,South Asia,GBR,United Kingdom,Europe & Central Asia,KTM,GLA,DXB,5.183893681768778,2.724896637944169,4.616228966880973,3.292561352831973
COP 26,Netherlands,39,NLD,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,AMS,GLA,NA,0.2998840161376986,0.15762655393692424,0.2670487416434569,0.19046182843116596
COP 26,New Zealand,15,NZL,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,AKL,GLA,SFO;YYC,10.932411137009128,5.746585902528604,9.735252315455318,6.943744724082414
COP 26,Nicaragua,5,NIC,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,MGA,GLA,MIA;EWR,5.031117752737919,2.6445904740968924,4.480182837787954,3.195525389046858
COP 26,Niger,66,NER,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,NIM,GLA,CDG,2.8455994984670814,1.4957800028921235,2.5339907874969465,1.8073887138622586
COP 26,Nigeria,87,NGA,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,LOS,GLA,LHR,3.2630232359753717,1.715197415508952,2.905704342372943,2.0725163091113807
COP 26,Niue,7,NIU,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,IUE,GLA,AKL;SFO;YYC,12.392483481219301,6.5140681207472575,11.03543875114338,7.871112850823179
COP 26,North Macedonia,12,MKD,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,SKP,GLA,LTN,1.471502352652168,0.7734903645054492,1.3103647956816689,0.9346279214759484
COP 26,Norway,47,NOR,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,OSL,GLA,MAN,0.5916219330019251,0.3109713139555094,0.5268433268690387,0.3757499200883957
COP 26,Oman,15,OMN,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,MCT,GLA,DXB,3.6329895265361594,1.9096689774638622,3.235157300342073,2.3075012036579485
COP 26,Pakistan,8,PAK,South Asia,GBR,United Kingdom,Europe & Central Asia,ISB,GLA,LBA,3.7383935729607782,1.9650742672633543,3.3290190271060704,2.374448813118062
COP 26,Palau,24,PLW,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,ROR,GLA,TPE;AMS,7.387290177079393,3.8831047476601173,6.578341493021042,4.692053431718469
COP 26,Panama,39,PAN,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,ECP,GLA,BWI;EWR,3.9560346230976107,2.0794765683526277,3.5228271917212903,2.512683999728948
COP 26,Papua New Guinea,99,PNG,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,POM,GLA,HKG;AMS,8.837884332917092,4.645604787382172,7.870087653810634,5.613401466488632
COP 26,Paraguay,24,PRY,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,ASU,GLA,GRU;LHR,6.546021748503826,3.440894769338963,5.829196559248422,4.157719958594367
COP 26,Peru,30,PER,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,LIM,GLA,EWR,6.487225283790463,3.4099886013394327,5.776838629047313,4.120375256082583
COP 26,Philippines,20,PHL,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,MNL,GLA,LHR,6.645988175711058,3.4934417925084915,5.9182161158439905,4.221213852375558
COP 26,Poland,35,POL,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,WAW,GLA,NA,0.7097506969177824,0.37306275256134414,0.6320377889211327,0.4507756605579938
COP 26,Portugal,31,PRT,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,LIS,GLA,DUB,0.8100999367148477,0.4258088277377497,0.7213994646710628,0.5145092997815347
COP 26,Qatar,152,QAT,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,DOH,GLA,AMS,3.3113194158429624,1.7405841433675064,2.9487118263571426,2.1031917328533263
COP 26,Republic of Korea,125,KOR,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,ICN,GLA,AMS,5.441492928075824,2.860302833227001,4.845619686607994,3.456176074694832
COP 26,Moldova,3,MDA,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,KIV,GLA,STN,1.5680046358799586,0.8242164718031628,1.39629955101297,0.9959215566701511
COP 26,Romania,39,ROU,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,OTP,GLA,AMS,1.4681915620709105,0.7717500583422398,1.3074165547796175,0.932525065633533
COP 26,Russian Federation,196,RUS,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,SVO,GLA,SXF,1.6583784784303703,0.8717211844460517,1.476776963444624,1.053322699431798
COP 26,Rwanda,49,RWA,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,KGL,GLA,DXB,5.815915919881991,3.057117045511058,5.179041312657261,3.693991652735789
COP 26,Saint Kitts and Nevis,11,KNA,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SKB,GLA,ANU;LGW,4.261366322580471,2.239973170415412,3.7947233998971592,2.706616093098724
COP 26,Saint Lucia,13,LCA,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SLU,GLA,BGI;MAN,4.229195279170273,2.2230625674190767,3.7660752617211717,2.686182584868178
COP 26,Saint Vincent and The Grenadines,4,VCT,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,SVD,GLA,BGI;MAN,4.2212300560786025,2.2188756741385873,3.7589822741290937,2.6811234560880965
COP 26,Samoa,8,WSM,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,APW,GLA,HNL;EWR,10.187735408399059,5.355149558765505,9.072122652624333,6.470762314540229
COP 26,San Marino,13,SMR,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,RMI,GLA,DME;MAN,2.9845586019873767,1.5688233979227468,2.6577331090530723,1.895648890857052
COP 26,Sao Tome and Principe,23,STP,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,TMS,GLA,LIS;DUB,3.81850155847221,2.0071827659696977,3.400354750000406,2.425329574441502
COP 26,Saudi Arabia,52,SAU,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,JED,GLA,MAN,3.093432468286056,1.6260525871093636,2.7546846914344454,1.9648003639609741
COP 26,Senegal,54,SEN,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,DKR,GLA,LPA,2.764981607807435,1.4534034742242619,2.4622009968573892,1.7561840851743074
COP 26,Serbia,26,SRB,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,BEG,GLA,AMS,1.2492455799205826,0.6566618240385516,1.1124463553445683,0.7934610486145657
COP 26,Seychelles,39,SYC,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,SEZ,GLA,DXB,5.3818573064857755,2.8289555651794456,4.792514491798519,3.418298379866702
COP 26,Sierra Leone,57,SLE,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,FNA,GLA,LHR,3.2051107883413157,1.6847559281751854,2.8541336245452404,2.035733091971261
COP 26,Singapore,40,SGP,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,SIN,GLA,AMS,6.593155011104932,3.4656702135670687,5.871168471768163,4.1876567529038375
COP 26,Slovak Republic,35,SVK,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,BTS,GLA,STN,0.7585541788138543,0.3987150856549113,0.6754976191448979,0.4817716453238677
COP 26,Slovenia,41,SVN,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,LJU,GLA,AMS,0.7068941714473373,0.3715612911899167,0.6294940336980983,0.44896142893915575
COP 26,Solomon Islands,14,SLB,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,HIR,GLA,BNE;DXB,11.707765090697288,6.15414815424915,10.425700769903505,7.436212475042932
COP 26,Somalia,13,SOM,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,MGQ,GLA,JIB;CDG,4.446126025147572,2.337091499466651,3.9592509043678046,2.823966620246418
COP 26,South Africa,33,ZAF,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,JNB,GLA,LHR,5.652761289526519,2.9713553515002045,5.033753006807842,3.590363634218882
COP 26,South Sudan,19,SSD,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,JUB,GLA,DXB,5.423883321947743,2.851046401772266,4.829938428678322,3.4449912950416874
COP 26,Spain,44,ESP,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,MAD,GLA,BRS,0.7212366811891789,0.3791000737316817,0.6422661354856412,0.4580706194352195
COP 26,Sri Lanka,32,LKA,South Asia,GBR,United Kingdom,Europe & Central Asia,CMB,GLA,DXB,5.358593585569524,2.816727066911106,4.771798275578901,3.4035223769017295
COP 26,Palestine,25,PSE,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,AMM,GLA,LCA,2.416969796754662,1.2704722121041256,2.152298382795604,1.535143626063184
COP 26,Sudan,55,SDN,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,PZU,GLA,CAI;AMS,3.1292017727152275,1.6448546041575594,2.7865370613647618,1.9875193155080255
COP 26,Suriname,17,SUR,Latin America & Caribbean,GBR,United Kingdom,Europe & Central Asia,PBM,GLA,AMS,4.8383105335480785,2.5432419944416353,4.308489063785972,3.073063464203742
COP 26,Sweden,46,SWE,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,ARN,GLA,MAN,0.7217034513185728,0.3793454198088906,0.642681797438208,0.45836707368925544
COP 26,Switzerland,24,CHE,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,ZRH,GLA,MAN,0.5510197785996434,0.2896298041168927,0.49068683416632675,0.34996274855020937
COP 26,Syrian Arab Republic,2,SYR,Middle East & North Africa,GBR,United Kingdom,Europe & Central Asia,BEY,GLA,LCA,2.295753275050106,1.20675514676043,2.0443557332916114,1.4581526885189247
COP 26,Tajikistan,26,TJK,Europe & Central Asia,GBR,United Kingdom,Europe & Central Asia,DYU,GLA,DXB,4.569840951836831,2.402121843160746,4.069418369843997,2.9025444251535797
COP 26,Thailand,75,THA,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,BKK,GLA,AMS,5.826315331912898,3.0625834621891768,5.188301932184323,3.7005968619177527
COP 26,Timor-Leste,27,TLS,East Asia & Pacific,GBR,United Kingdom,Europe & Central Asia,DIL,GLA,SIN;AMS,8.13577787783995,4.276544842027386,7.244865696199931,5.167457023667404
COP 26,Togo,65,TGO,Sub-Saharan Africa,GBR,United Kingdom,Europe & Central Asia,LFW,GLA,CDG,3.323954077864322,1.7472255118401363,2.959962923773525,2.1112166659309333
